customerID,gender,Partner,Dependents,tenure,Contract,MonthlyCharges,Churn
3705-PSNGL,Male,No,No,45,One year,20.4,Yes
8464-EETCQ,Male,No,No,57,Two year,18.8,No
5229-PRWKT,Male,No,No,8,Month-to-month,86.55,Yes
5091-HFAZW,Female,No,No,2,Month-to-month,91.15,No
6101-IMRMM,Male,No,Yes,6,Month-to-month,94.5,Yes
5248-YGIJN,Male,Yes,No,72,Two year,90.25,No
7873-CVMAW,Male,No,No,72,Two year,88.55,No
5883-GTGVD,Male,No,No,19,Month-to-month,99.95,Yes
4323-SADQS,Male,Yes,Yes,7,Month-to-month,34.5,Yes
5998-DZLYR,Female,Yes,No,61,Two year,94.35,No
5684-FJVYR,Female,Yes,Yes,72,Two year,90.35,No
1597-LHYNC,Female,No,No,26,Month-to-month,95,Yes
6366-XIVKZ,Female,Yes,Yes,13,Month-to-month,63.15,No
3318-ISQFQ,Female,No,No,20,Month-to-month,19.5,No
2203-GHNWN,Female,Yes,No,24,Month-to-month,79.65,No
8404-GFGCZ,Male,Yes,No,4,Month-to-month,65.6,No
1926-QUZNN,Female,Yes,No,72,Two year,25.25,No
7661-CPURM,Male,No,No,19,One year,87.7,No
0628-CNQRM,Male,Yes,Yes,22,One year,67.5,Yes
0975-UYDTX,Female,Yes,No,26,One year,90.1,No
0626-QXNGV,Female,Yes,No,72,Two year,24.15,No
6749-UTDVX,Male,No,No,72,Two year,103.65,No
8990-ZXLSU,Female,No,No,9,Month-to-month,69.05,No
9972-EWRJS,Female,Yes,Yes,67,Two year,19.25,No
1323-OOEPC,Female,Yes,No,53,Month-to-month,98.4,Yes
8490-BXHEO,Male,No,No,18,Month-to-month,80.55,No
4291-YZODP,Female,No,Yes,7,One year,20.05,No
6522-OIQSX,Female,Yes,Yes,69,Two year,54.95,No
5067-DGXLL,Male,No,No,2,Month-to-month,20.25,No
5569-OUICF,Female,Yes,No,28,Month-to-month,101.3,Yes
0298-XACET,Male,Yes,Yes,52,Two year,50.2,No
3751-KTZEL,Female,No,No,1,Month-to-month,35.05,Yes
6445-TNRXS,Male,Yes,Yes,68,Two year,114.7,No
0674-EYYZV,Female,No,No,1,Month-to-month,54.65,No
8687-BAFGU,Male,No,No,1,Month-to-month,74,No
8461-EFQYM,Female,No,No,38,One year,24.25,No
8969-PRHFK,Male,No,No,18,One year,19.65,No
0196-JTUQI,Female,No,No,9,Month-to-month,75.2,No
8898-KASCD,Male,No,No,39,One year,35.55,No
8763-KIAFH,Female,Yes,Yes,27,One year,20.55,No
6092-QZVPP,Male,No,No,36,Month-to-month,79.2,No
0334-GDDSO,Male,No,No,3,Month-to-month,81.35,Yes
5049-GLYVG,Male,No,No,1,Month-to-month,20.6,Yes
8809-XKHMD,Male,Yes,No,72,Two year,100.55,No
5889-LFOLL,Female,No,No,13,Month-to-month,84.6,Yes
1877-HKBQX,Female,No,No,11,One year,54.6,No
7623-HKYRK,Male,No,Yes,6,Month-to-month,19.7,No
6266-QHOJZ,Female,No,No,65,One year,89.85,No
2429-AYKKO,Male,No,No,72,Two year,19.85,No
6481-ESCNL,Female,No,No,29,Month-to-month,100.55,No
6227-HWPWX,Female,No,Yes,15,Month-to-month,69,Yes
8106-GWQOK,Male,Yes,No,38,Two year,60,No
2239-CFOUJ,Male,Yes,Yes,1,One year,20.4,No
2405-LBMUW,Female,Yes,Yes,61,One year,50.7,No
8215-NGSPE,Female,Yes,Yes,42,Two year,20,No
6211-WWLTF,Male,Yes,No,63,Two year,99.7,No
1809-DMJHQ,Female,No,Yes,5,Month-to-month,46,Yes
4704-ERYFC,Female,Yes,No,22,Month-to-month,69.25,Yes
5424-RLQLC,Male,No,No,10,Month-to-month,59.65,No
2034-GDRCN,Female,No,No,2,Month-to-month,90.4,Yes
9522-BNTHX,Female,No,No,34,Month-to-month,56.25,No
4803-LBYPN,Male,Yes,Yes,34,Month-to-month,20.8,No
1347-KTTTA,Male,Yes,No,64,One year,102.45,No
2097-YVPKN,Male,No,No,65,Two year,25.75,No
7850-THJMU,Female,Yes,Yes,26,Two year,19.65,No
7365-BVCJH,Male,No,No,1,Month-to-month,24.4,No
1535-VTJOQ,Female,No,No,24,Two year,25.15,No
0019-GFNTW,Female,No,No,56,Two year,45.05,No
1051-EQPZR,Female,Yes,Yes,44,Month-to-month,19.6,No
5934-RMPOV,Female,No,Yes,22,Month-to-month,84.75,No
3675-YDUPJ,Male,No,No,10,Month-to-month,19.85,No
1897-RCFUM,Female,Yes,Yes,39,One year,24.2,No
6994-KERXL,Male,No,No,4,Month-to-month,55.9,No
7696-AMHOD,Female,Yes,Yes,49,One year,78,No
6196-HBOBZ,Male,Yes,No,65,Two year,99.35,No
9795-VOWON,Male,No,No,7,One year,24.35,No
8441-SHIPE,Female,No,No,67,Two year,25.6,No
8417-GSODA,Male,Yes,Yes,28,One year,92.2,No
3621-CEOVK,Female,Yes,No,14,Month-to-month,100.2,Yes
2664-XJZNO,Male,Yes,Yes,72,Two year,104.9,No
7619-PLRLP,Female,Yes,No,53,One year,74.1,No
2100-BDNSN,Female,Yes,No,5,Month-to-month,67.95,Yes
4883-QICIH,Male,Yes,Yes,32,Month-to-month,69.75,Yes
3057-VJJQE,Male,No,No,35,Two year,55.25,No
4759-TRPLW,Male,No,No,1,Month-to-month,70.4,Yes
6400-BWQKW,Female,No,No,6,Month-to-month,79.05,Yes
9058-HRZSV,Female,Yes,No,65,Month-to-month,94.4,No
5510-BOIUJ,Male,No,Yes,1,Month-to-month,19.25,Yes
6583-QGCSI,Female,Yes,No,50,Month-to-month,88.05,Yes
5153-LXKDT,Male,Yes,Yes,68,Two year,110.2,No
6171-ZTVYB,Male,Yes,No,43,Month-to-month,66.25,No
3419-SNJJD,Female,Yes,No,65,Month-to-month,105.25,Yes
1837-YQUCE,Female,No,No,70,Two year,58.35,No
6348-SNFUS,Male,Yes,Yes,72,Two year,55.45,No
4002-BQWPQ,Male,No,No,25,Month-to-month,81.75,No
7765-LWVVH,Female,Yes,Yes,72,Two year,95.1,No
5482-VXSXJ,Male,No,No,22,Month-to-month,93.2,No
3946-MHCZW,Male,No,No,1,Month-to-month,50.9,Yes
3669-WHAFY,Female,Yes,No,71,Two year,115.15,No
6814-ZPWFQ,Male,No,No,51,One year,25,No
7338-ERIVA,Male,No,Yes,39,One year,45.05,No
3186-BAXNB,Female,No,No,1,Month-to-month,91.7,Yes
7623-TRNQN,Male,No,Yes,1,Month-to-month,49.9,Yes
3507-GASNP,Male,No,Yes,60,Two year,19.95,No
7994-UYIVZ,Male,Yes,No,8,Month-to-month,85.65,No
3262-EIDHV,Female,Yes,Yes,72,Two year,84.7,No
9931-DCEZH,Male,No,Yes,28,One year,54.4,No
7605-SNLQG,Female,Yes,No,45,Month-to-month,50.25,No
1928-BXYIV,Male,No,No,1,Month-to-month,61.15,No
1636-NTNCO,Male,No,No,4,Month-to-month,50.95,No
9909-IDLEK,Male,Yes,Yes,20,Month-to-month,96.8,No
5561-NWEVX,Female,Yes,No,2,Month-to-month,79.2,Yes
6933-FHBZC,Female,No,No,26,One year,56.05,No
3750-RNQKR,Female,No,No,12,Month-to-month,19.45,No
5153-RTHKF,Female,No,No,34,Month-to-month,85.35,No
2074-GUHPQ,Female,No,Yes,17,Month-to-month,92.7,No
9330-IJWIO,Female,No,No,13,Month-to-month,100.35,Yes
2157-MXBJS,Male,Yes,No,13,One year,75.3,Yes
2072-ZVJJX,Male,Yes,No,68,Two year,25.25,No
9540-JYROE,Male,No,No,8,Month-to-month,70.1,Yes
3946-JEWRQ,Male,Yes,No,47,One year,95.2,No
4480-QQRHC,Female,No,No,8,Month-to-month,74.05,No
8457-XIGKN,Male,No,No,20,Month-to-month,19.6,No
8884-MRNSU,Male,Yes,Yes,17,One year,19.9,No
3486-NPGST,Female,No,No,36,One year,19.55,No
7130-VTEWQ,Female,No,No,8,Month-to-month,75.75,Yes
3097-PYWXL,Female,Yes,Yes,4,Month-to-month,19.95,No
8975-SKGRX,Male,Yes,No,71,Two year,116.1,No
0744-GKNGE,Female,Yes,Yes,64,Month-to-month,86.8,No
5748-RNCJT,Male,No,No,69,Two year,106.5,Yes
2719-BDAQO,Male,No,No,17,Month-to-month,93.85,Yes
7811-JIVPF,Female,No,No,23,Month-to-month,49.7,No
6298-QDFNH,Male,No,No,22,Month-to-month,79.35,Yes
1038-RQOST,Male,Yes,Yes,19,Month-to-month,20.6,No
1240-KNSEZ,Male,No,No,1,Month-to-month,20.1,Yes
8905-IAZPF,Female,Yes,No,69,One year,95.65,No
9732-OUYRN,Female,Yes,No,49,One year,19,No
0872-CASZJ,Male,Yes,No,59,One year,69.1,No
5815-HGGHV,Male,Yes,No,20,One year,64.15,No
1785-BPHTP,Male,Yes,Yes,28,Month-to-month,85.45,No
1352-VHKAJ,Male,Yes,Yes,27,Month-to-month,71.6,No
3996-ZNWYK,Male,Yes,Yes,71,Two year,19.8,No
6339-DKLMK,Female,No,No,13,Month-to-month,31.65,No
6128-AQBMT,Male,Yes,No,41,Month-to-month,53.95,No
0565-IYCGT,Male,No,No,69,One year,78.6,Yes
3278-FSIXX,Female,No,No,2,Month-to-month,45.25,No
3452-FLHYD,Male,Yes,No,25,One year,20.95,No
8276-MQBYC,Male,No,No,51,Month-to-month,97.8,Yes
9415-TPKRV,Female,Yes,Yes,8,Month-to-month,55.75,No
6861-OKBCE,Female,No,Yes,11,Month-to-month,20.1,Yes
1471-GIQKQ,Female,No,No,1,Month-to-month,49.95,No
1698-XFZCI,Male,No,No,61,One year,107.75,No
3229-USWAR,Female,No,No,34,One year,79.95,No
1577-HKTFG,Female,Yes,No,30,Month-to-month,19.65,Yes
7014-ZZXAW,Female,Yes,No,71,Two year,24.25,No
4789-KWMXN,Male,Yes,No,47,One year,110.85,Yes
1302-TPUBN,Male,No,No,66,Two year,19.35,No
4283-FUTGF,Male,No,No,19,Month-to-month,79.85,Yes
4770-QAZXN,Female,No,No,13,Month-to-month,19.45,No
2005-DWQZJ,Female,Yes,Yes,8,Two year,19.05,No
3926-YZVVX,Female,No,No,41,One year,50.05,No
1965-DDBWU,Male,No,No,16,Month-to-month,89.05,Yes
7271-AJDTL,Female,Yes,No,55,Month-to-month,94.45,No
4277-BWBML,Male,Yes,Yes,72,Two year,19.95,No
3638-WEABW,Female,Yes,No,58,Two year,59.9,No
0407-BDJKB,Male,Yes,No,60,Month-to-month,95.75,Yes
6921-OZMFH,Male,Yes,Yes,5,Month-to-month,55.7,No
0685-MLYYM,Female,No,No,2,Month-to-month,70.75,Yes
6650-BWFRT,Female,Yes,No,72,Two year,117.15,No
8199-ZLLSA,Male,No,No,67,One year,118.35,Yes
5473-KHBPS,Female,Yes,Yes,52,One year,95.7,No
7384-GHBPI,Male,Yes,No,3,Month-to-month,35.15,Yes
7486-KSRVI,Male,No,No,43,One year,100,Yes
9541-PWTWO,Female,No,No,52,Two year,80.95,No
1488-PBLJN,Female,Yes,Yes,72,Two year,116.85,No
2869-ADAWR,Female,No,No,45,Month-to-month,89.3,Yes
9251-WNSOD,Female,Yes,No,67,One year,75.1,No
3359-DSRKA,Female,Yes,Yes,58,Two year,19.85,No
5331-RGMTT,Male,Yes,No,54,Month-to-month,99.05,No
1996-DBMUS,Female,Yes,No,48,Month-to-month,70.65,No
5730-DBDSI,Male,No,No,66,Two year,19.7,No
2739-CACDQ,Female,No,No,17,Month-to-month,82.65,No
1796-JANOW,Female,No,No,2,Month-to-month,19.95,No
9089-UOWJG,Female,Yes,Yes,12,Month-to-month,58.35,No
0506-LVNGN,Female,No,No,5,Month-to-month,75.55,Yes
8395-ETZKQ,Male,Yes,Yes,68,One year,19.5,No
2294-DMMUS,Female,Yes,Yes,62,Month-to-month,70.45,No
3372-KWFBM,Male,No,No,16,Month-to-month,86.6,Yes
0306-JAELE,Male,No,No,5,Month-to-month,96.1,Yes
4086-ATNFV,Female,Yes,Yes,34,One year,60.8,No
1866-OBPNR,Male,Yes,Yes,1,Month-to-month,74.6,No
7803-XOCCZ,Female,Yes,Yes,52,Month-to-month,84.05,No
2691-NZETQ,Male,No,No,9,Month-to-month,85.35,Yes
3452-GWUIN,Female,Yes,No,19,Month-to-month,94.95,No
9640-ZSLDC,Female,Yes,Yes,53,One year,60.6,No
6726-NNFWD,Female,Yes,No,71,Two year,89.45,No
3612-YUNGG,Male,Yes,Yes,64,Two year,109.2,No
1015-OWJKI,Male,No,No,1,Month-to-month,19.05,No
1113-IUJYX,Female,Yes,No,14,One year,105.95,Yes
5546-QUERU,Male,No,No,13,One year,19.95,No
1628-BIZYP,Male,No,No,1,Month-to-month,85,No
2249-YPRNG,Female,Yes,Yes,20,Month-to-month,105.85,Yes
1867-TJHTS,Female,No,No,58,Month-to-month,79.8,No
5846-NEQVZ,Male,Yes,Yes,71,Two year,70.85,No
0475-RIJEP,Male,No,No,43,Month-to-month,77.85,Yes
3813-DHBBB,Male,Yes,No,67,Two year,50.95,No
5732-IKGQH,Male,Yes,No,52,One year,104.45,No
3744-ZBHON,Female,No,No,3,Month-to-month,20.2,No
9367-TCUYN,Female,No,No,12,Month-to-month,20.1,No
9469-WEJBT,Male,Yes,No,37,Month-to-month,90.35,No
6196-HBOBZ,Male,Yes,No,65,Two year,99.35,No
0219-YTZUE,Male,Yes,Yes,4,Month-to-month,84.8,Yes
4660-IRIBM,Male,Yes,Yes,18,Month-to-month,87.9,No
4967-WPNCF,Male,No,No,72,Two year,63.7,No
2877-VDUER,Female,Yes,Yes,35,One year,40.9,No
8722-PRFDV,Female,Yes,Yes,71,Two year,77.55,No
1092-GANHU,Male,No,No,17,Month-to-month,76.65,Yes
9574-RKJIF,Male,Yes,Yes,30,Month-to-month,94.4,Yes
1442-OKRJE,Male,Yes,Yes,66,One year,103.15,No
2656-FMOKZ,Female,No,No,15,Month-to-month,74.45,Yes
6402-SSEJG,Female,No,No,25,One year,61.05,No
1101-SSWAG,Female,Yes,No,15,Month-to-month,51.1,No
3528-HFRIQ,Male,Yes,No,71,Month-to-month,52.3,No
9274-UARKJ,Female,No,No,15,Month-to-month,83.2,No
9896-UYMIE,Male,No,No,66,One year,114.3,No
2138-VFAPZ,Female,Yes,Yes,14,Two year,19.7,No
2308-STERM,Female,No,No,2,Month-to-month,19.4,No
4909-JOUPP,Male,Yes,No,72,Two year,109.7,No
0404-SWRVG,Male,No,No,3,Month-to-month,74.4,Yes
8263-OKETD,Female,No,No,20,Month-to-month,68.9,No
0840-DCNZE,Male,No,No,47,One year,86.95,No
2050-ONYDQ,Female,Yes,Yes,65,Two year,26,No
2791-SFVEW,Female,No,No,9,Month-to-month,20.15,No
9763-PDTKK,Female,No,No,4,Month-to-month,94.4,Yes
0365-TRTPY,Female,No,No,37,Month-to-month,91.2,No
2542-HYGIQ,Female,No,No,1,Month-to-month,19.95,No
7802-EFKNY,Male,Yes,No,5,Month-to-month,24.95,Yes
2226-ICFDO,Female,Yes,Yes,72,Two year,85.9,No
5394-SVGJV,Male,No,No,37,Month-to-month,98.8,Yes
6893-ODYYE,Male,No,No,50,One year,90.1,No
6402-ZFPPI,Female,No,No,25,Month-to-month,102.8,Yes
3786-WOVKF,Female,Yes,No,72,One year,106.85,No
4298-OYIFC,Male,Yes,No,15,Month-to-month,103.45,No
8645-KOMJQ,Male,Yes,Yes,69,Two year,81.95,No
9958-MEKUC,Male,Yes,Yes,72,Two year,103.95,No
0988-AADSA,Female,Yes,Yes,72,Two year,80.85,No
6257-DTAYD,Male,Yes,No,71,Two year,104.15,No
2560-QTSBS,Female,Yes,Yes,72,One year,23.3,No
2811-POVEX,Female,Yes,Yes,23,Month-to-month,88.45,No
8364-TRMMK,Female,No,No,3,Month-to-month,50.65,Yes
0620-XEFWH,Male,Yes,Yes,4,Month-to-month,18.85,No
6474-FVJLC,Male,No,No,2,Month-to-month,86,Yes
5202-IVJNU,Female,No,Yes,39,Month-to-month,30.1,Yes
3547-LQRIK,Female,Yes,No,47,One year,26.9,No
8129-GMVGI,Female,Yes,Yes,56,Two year,20.05,No
0679-TDGAK,Male,Yes,Yes,50,One year,75.5,No
3466-BYAVD,Male,Yes,Yes,15,Month-to-month,69.5,No
2589-AYCRP,Female,No,No,50,One year,19.75,No
8777-PVYGU,Female,Yes,No,52,One year,64.3,No
7560-QJAVJ,Female,No,No,70,Two year,79.6,No
1166-PQLGG,Female,Yes,Yes,72,Two year,19.55,No
3237-AJGEH,Female,Yes,Yes,3,Month-to-month,31,Yes
2483-XSSMZ,Female,No,No,39,One year,47.85,No
0604-THJFP,Female,Yes,Yes,59,Two year,75.95,No
6683-VLCTZ,Male,No,No,20,Month-to-month,98.55,Yes
3166-PNEOF,Female,No,No,61,Two year,86.45,No
8348-JLBUG,Male,Yes,No,64,One year,80.3,No
7674-YTAFD,Female,No,No,33,One year,79.95,No
7233-PAHHL,Male,Yes,Yes,66,Two year,84,No
2896-TBNBE,Male,Yes,No,40,One year,80.8,No
6408-WHTEF,Male,Yes,Yes,72,Two year,89.4,No
2876-GZYZC,Female,No,No,13,Month-to-month,85.95,No
5914-GXMDA,Female,Yes,No,32,One year,19.3,No
2049-BAFNW,Female,No,No,1,Month-to-month,35.9,No
5325-UWTWJ,Male,Yes,No,31,Month-to-month,90.55,No
8755-IWJHN,Male,Yes,No,69,Month-to-month,95.35,No
3842-IYKUE,Female,No,No,35,Month-to-month,85.3,Yes
7321-KKSDU,Male,No,Yes,32,Two year,20.5,No
3108-PCCGG,Male,Yes,No,72,Two year,84.45,No
0742-NXBGR,Female,No,No,1,Month-to-month,82.3,Yes
7750-EYXWZ,Female,No,No,12,One year,60.65,No
7426-WEIJX,Male,Yes,Yes,60,Month-to-month,80.95,No
0130-SXOUN,Male,No,No,66,Month-to-month,89.4,No
1430-SFQSA,Male,No,No,29,One year,35.6,No
8178-EYZUO,Male,No,No,46,Month-to-month,93.7,Yes
9588-OZDMQ,Female,Yes,No,2,Month-to-month,45,No
0979-PHULV,Male,Yes,Yes,69,Month-to-month,99.45,Yes
4226-KKDON,Male,No,No,8,Month-to-month,66.65,No
3014-WJKSM,Male,Yes,No,29,Month-to-month,75.3,No
8390-FESFV,Female,No,No,62,Two year,84.5,No
1960-UYCNN,Male,No,No,10,Month-to-month,95.25,No
3258-SANFR,Male,No,No,6,Month-to-month,44.7,No
0115-TFERT,Male,Yes,No,21,Month-to-month,111.2,Yes
9443-JUBUO,Male,Yes,Yes,72,Two year,65.25,No
4541-RMRLG,Male,No,No,7,Month-to-month,19.25,Yes
6061-GWWAV,Male,No,Yes,41,One year,70.2,No
8062-YBDOE,Male,No,No,1,Month-to-month,69.65,Yes
8417-GSODA,Male,Yes,Yes,28,One year,92.2,No
4307-KTUMW,Male,Yes,No,53,Month-to-month,93.9,Yes
9412-GHEEC,Male,No,No,40,Month-to-month,104.8,Yes
3658-KIBGF,Female,No,No,1,Month-to-month,54.9,Yes
2533-QVMSK,Male,Yes,No,61,Two year,94.1,Yes
7647-GYYKX,Female,Yes,Yes,54,Two year,20.35,No
9313-CDOGY,Male,Yes,Yes,38,Month-to-month,19.6,No
2087-QAREY,Female,Yes,No,22,Month-to-month,54.7,No
1216-JWVUX,Male,Yes,Yes,25,Month-to-month,75.5,No
0224-NIJLP,Male,Yes,Yes,8,Two year,20.15,No
2282-YGNOR,Female,No,No,29,One year,58,No
6815-ABQFQ,Male,Yes,No,56,One year,107.25,No
8084-OIVBS,Female,No,No,11,One year,20,No
5134-IKDAY,Female,Yes,Yes,1,Month-to-month,69.8,Yes
0581-MDMPW,Female,No,No,24,Month-to-month,88.95,No
6821-JPCDC,Female,Yes,No,48,One year,97.05,No
8785-CJSHH,Female,Yes,No,60,Month-to-month,99.8,No
7901-TBKJX,Male,No,No,56,Month-to-month,101.05,No
2560-WBWXF,Male,No,No,68,Two year,24.15,No
1307-TVUFB,Male,No,No,42,Month-to-month,79.35,No
0818-OCPZO,Male,No,No,27,Month-to-month,81.45,Yes
6923-AQONU,Male,Yes,Yes,23,Two year,20.9,No
5729-KLZAR,Female,Yes,Yes,4,Month-to-month,80.85,Yes
2254-DLXRI,Female,No,No,1,Month-to-month,79.15,No
8591-NXRCV,Female,No,No,41,Month-to-month,74.65,No
3943-KDREE,Female,No,No,26,Month-to-month,74.95,Yes
5178-LMXOP,Male,Yes,No,1,Month-to-month,95.1,Yes
8098-LLAZX,Female,No,No,4,Month-to-month,95.45,Yes
7100-FQPRV,Male,Yes,Yes,43,One year,71.9,No
9133-AYJZG,Female,No,No,23,Month-to-month,98.7,No
3995-WFCSM,Female,No,No,2,Month-to-month,60.85,No
1862-SKORY,Female,Yes,No,40,Month-to-month,39.3,Yes
2606-RMDHZ,Male,No,No,6,Month-to-month,30.5,Yes
2521-NPUZR,Male,Yes,No,70,Two year,101,No
0378-CJKPV,Female,Yes,No,72,Two year,112.1,No
7078-NVFAM,Female,Yes,Yes,32,Month-to-month,35.15,No
3059-NGMXB,Male,Yes,Yes,14,Month-to-month,69.2,No
7240-ETPTR,Female,Yes,No,9,Month-to-month,48.75,Yes
1066-JKSGK,Male,No,No,1,Month-to-month,20.15,Yes
9560-BBZXK,Female,No,No,36,Two year,31.05,No
7693-LCKZL,Male,Yes,Yes,5,Month-to-month,80.15,Yes
1051-GEJLJ,Female,No,No,2,Month-to-month,19.5,No
0491-KAPQG,Male,No,No,21,Month-to-month,73.7,No
7409-JURKQ,Female,Yes,No,53,One year,111.8,No
2484-DGXPZ,Female,Yes,Yes,31,Month-to-month,19.55,Yes
2294-SALNE,Male,Yes,Yes,23,One year,86.8,No
7217-JYHOQ,Male,Yes,Yes,24,Month-to-month,70.3,No
4115-BNPJY,Male,Yes,Yes,29,Two year,75.55,No
3669-OYSJI,Male,No,No,1,Month-to-month,46.2,Yes
1399-UBQIU,Male,No,No,11,Month-to-month,69.35,No
0722-SVSFK,Female,No,No,7,Month-to-month,100.4,No
8580-QVLOC,Female,Yes,Yes,72,Two year,92.45,Yes
0730-KOAVE,Male,No,No,30,Month-to-month,94.3,No
9184-GALIL,Female,Yes,Yes,38,Month-to-month,20.45,No
6048-NJXHX,Male,Yes,No,41,Two year,19.75,No
5173-ZXXXL,Male,No,No,2,One year,19.95,No
4749-VFKVB,Female,No,No,1,Month-to-month,50.1,Yes
6064-PUPMC,Male,Yes,Yes,23,One year,57.2,No
5906-DVAPM,Female,Yes,Yes,55,One year,75,No
8263-JQAIK,Male,No,No,2,Month-to-month,24.45,Yes
0661-WCQNQ,Male,Yes,No,22,One year,56.25,No
1751-NCDLI,Male,Yes,No,46,Month-to-month,98.85,No
5811-IWXYM,Female,Yes,Yes,52,One year,101.25,No
0402-CQAJN,Female,No,No,37,Month-to-month,101.9,Yes
6705-LNMDD,Male,No,No,20,Month-to-month,50,No
3374-PZLXD,Male,No,No,34,Month-to-month,19.7,No
5840-NVDCG,Female,Yes,Yes,16,Two year,68.25,No
6987-XQSJT,Female,No,No,54,Month-to-month,79.5,Yes
7880-XSOJX,Male,No,No,4,Month-to-month,42.4,No
8711-LOBKY,Male,Yes,Yes,59,Two year,19.85,No
9943-VSZUV,Male,No,No,67,Month-to-month,75.7,No
3932-CMDTD,Female,No,No,4,One year,105.65,Yes
5736-YEJAX,Male,No,Yes,69,Two year,79.45,No
9588-YRFHY,Male,No,No,49,Two year,19.9,No
5208-HFSBT,Female,No,No,2,Month-to-month,55.05,Yes
7831-QGOXH,Female,No,No,18,Month-to-month,85.2,Yes
9330-DHBFL,Female,Yes,Yes,23,One year,66.25,No
6960-HVYXR,Female,No,No,1,Month-to-month,76,Yes
8292-TYSPY,Male,No,No,19,Month-to-month,55,Yes
0237-YFUTL,Female,Yes,No,50,Month-to-month,109.65,No
0430-IHCDJ,Male,No,No,15,Month-to-month,49,No
7279-BUYWN,Female,No,No,41,Month-to-month,113.2,Yes
6807-SIWJI,Male,No,No,38,One year,104.85,No
7322-OCWHC,Male,Yes,No,72,Two year,93.05,No
7277-OZCGZ,Female,No,No,22,Month-to-month,89.05,No
5846-ABOBJ,Male,Yes,No,71,Two year,24.45,No
1265-BCFEO,Female,Yes,No,71,Two year,80.45,No
4468-YDOVK,Male,No,Yes,5,Month-to-month,48.65,No
1099-BTKWT,Female,Yes,No,68,One year,54.4,No
8901-HJXTF,Female,Yes,Yes,12,Month-to-month,29.2,Yes
6713-OKOMC,Female,No,No,10,Month-to-month,29.75,No
5777-KJIRB,Female,No,No,40,One year,50.25,No
2039-JONDJ,Male,No,No,27,One year,55.45,No
7032-LMBHI,Female,No,No,37,One year,64.65,No
7010-ZMVBF,Female,Yes,Yes,18,Month-to-month,20.45,No
9283-LZQOH,Male,Yes,Yes,13,Month-to-month,74.4,Yes
3137-NYQQI,Male,Yes,No,17,One year,64.8,No
2615-YVMYX,Male,Yes,No,71,Month-to-month,107.5,No
4929-ROART,Male,No,No,18,Month-to-month,56.25,No
8183-ONMXC,Female,No,No,2,Month-to-month,80.75,Yes
0895-UADGO,Male,No,Yes,8,Two year,44.55,No
3594-KADLU,Male,Yes,No,3,Month-to-month,35.1,No
1394-SUIUH,Female,Yes,No,44,Month-to-month,85.15,No
5451-MHQOF,Male,Yes,Yes,56,One year,24.45,No
8338-QIUNR,Male,Yes,Yes,72,Two year,66.5,No
1779-PWPMG,Female,Yes,No,72,Two year,114.65,No
8590-YFFQO,Male,Yes,No,70,Two year,64.95,No
1644-IRKSF,Female,Yes,Yes,33,One year,93.8,Yes
5176-LMJXE,Female,No,No,47,Two year,20.55,No
7609-YBPXG,Male,No,No,54,Two year,87.1,No
9351-LZYGF,Female,Yes,No,42,Month-to-month,66.4,No
2259-OUUSZ,Male,No,No,7,One year,35.5,No
2057-ZBLPD,Female,Yes,No,21,Month-to-month,86.5,Yes
5175-WLYXL,Male,No,No,22,Month-to-month,78.85,No
6250-CGGUN,Male,No,No,54,One year,84.4,No
6617-WLBQC,Female,Yes,Yes,23,One year,81.85,No
0916-KNFAJ,Male,Yes,No,61,Two year,69.9,No
4002-BQWPQ,Male,No,No,25,Month-to-month,81.75,No
5692-ICXLW,Male,No,No,31,Month-to-month,90.7,No
8399-YNDCH,Male,No,No,21,Month-to-month,60.05,Yes
2103-ZRXFN,Male,No,No,1,Month-to-month,50.75,No
2085-BOJKI,Male,Yes,No,17,One year,96.65,No
4905-JEFDW,Male,No,No,11,One year,41.6,Yes
6549-NNDYT,Female,No,No,13,Month-to-month,30.85,No
3458-IDMFK,Male,No,No,25,Two year,20.75,No
1840-BIUOG,Male,No,No,20,One year,68.7,No
4616-EWBNJ,Female,No,No,16,One year,20.1,No
3580-REOAC,Male,No,No,10,Month-to-month,44.85,Yes
0486-HECZI,Male,Yes,No,55,Month-to-month,96.75,Yes
5575-GNVDE,Male,No,No,34,One year,56.95,No
9489-JMTTN,Female,Yes,Yes,72,Two year,89.75,No
9499-XPZXM,Female,Yes,No,72,Two year,64.75,No
7025-WCBNE,Male,No,No,47,Two year,59.6,No
9239-GZHZE,Female,Yes,No,72,Two year,113.65,No
6242-SGYTS,Male,Yes,Yes,62,One year,94.95,No
8104-OSKWT,Female,No,No,12,Month-to-month,79.8,No
2826-DXLQO,Male,Yes,No,7,Month-to-month,29.8,No
5156-UMKOW,Female,No,Yes,3,Month-to-month,29.65,No
4900-MSOMT,Female,Yes,Yes,72,Two year,80.2,No
4636-TVXVG,Male,Yes,Yes,62,One year,19.95,No
9770-LXDBK,Female,No,No,3,Month-to-month,20.4,No
2371-JUNGC,Male,No,No,11,Month-to-month,20.25,No
1422-DGUBX,Male,Yes,No,32,One year,79.25,No
1371-OJCEK,Female,No,No,48,One year,24.35,No
8331-ZXFOE,Female,No,No,58,One year,71.1,No
2419-FSORS,Male,Yes,No,72,Two year,108.4,No
0362-ZBZWJ,Male,No,No,36,Month-to-month,84.9,Yes
